f(Hz),real(S11),imag(S11),real(S21),imag(S21)
174193548387096.75,0.00021018538295646466,0.0010359683932216167,0.17614439625779063,-0.9606430935364443
175806451612903.2,4.794375364790236e-05,0.0007998862167608771,0.8443004957273149,-0.492434670584046
177419354838709.66,1.0323882589076561e-05,0.0009694771408844368,0.9246104549486719,0.3198600871809574
179032258064516.1,-0.0005612549566510408,0.001353087456296188,0.3602269981391389,0.910943135902998
180645161290322.56,-0.0014732191423965557,0.0007070545677046934,-0.45706377441335155,0.867785342518379
182258064516129.0,-0.0009293618816163056,-0.00027890399687317585,-0.9572831994559965,0.21867971109365547
183870967741935.47,-0.0002669182504938472,0.00048382253943359086,-0.7903230009396566,-0.5846126602847461
185483870967741.94,-0.0016739244714441641,0.0009928881731687004,-0.07119451958292997,-0.9815518179973037
187096774193548.38,-0.002533245637882151,-0.0010087281584747574,0.6992611402919965,-0.6940086794773992
188709677419354.84,-0.00043504325989790975,-0.0024182763169534314,0.9830407482594178,0.07885407386860413
190322580645161.28,0.0012145266452166896,-0.0005765261614359681,0.5807553878419852,0.7981482815791463
191935483870967.75,-0.0005656329474550946,0.0009731983014795273,-0.22778960073483595,0.9612289556831898
193548387096774.2,-0.002229574930856436,-0.0011721629302034833,-0.8785056966123191,0.4533379095931507
195161290322580.62,0.00020422681030088727,-0.0036592208796077923,-0.9166839568393911,-0.37187825143071995
196774193548387.1,0.003936220294909715,-0.0018234901525403294,-0.31468949098438187,-0.9384260313955678
198387096774193.53,0.0037648783238453318,0.002569682946786113,0.5076602987052751,-0.8501263990353584
200000000000000.0,6.228473447678662e-05,0.004270717090770978,0.9760213686078433,-0.16813294423397945
201612903225806.44,-0.0025451086981583687,0.002286666853785258,0.7630993812041061,0.6314451279102564
203225806451612.88,-0.0021732405174793973,0.000113445511873446,0.017518565434483123,0.990267091811338
204838709677419.38,-0.001136422023979759,-0.00016995255060175913,-0.740103643957865,0.6578740172877597
206451612903225.8,-0.0011402486880407712,-0.0001434010684998285,-0.9808021193028014,-0.1334119196082571
208064516129032.28,-0.000603528861026831,-0.0009329410443723138,-0.537022827432905,-0.8307502037981179
209677419354838.72,0.0011549016434637444,-0.00023891153164411723,0.28047611182600485,-0.947851830091082
211290322580645.2,0.0006861343347666596,0.0023998876645640816,0.9013075054255252,-0.40420650956279924
212903225806451.62,-0.0022250025268752346,0.0024866263311638555,0.8928832142103601,0.42061097329195707
