f(Hz),real(S11),imag(S11),real(S21),imag(S21),real(S31),imag(S31),real(S41),imag(S41)
174193548387096.75,-0.01760798672498295,-0.009729010016050447,-0.0003412067484430444,0.001981522283266617,-0.8750261133599058,0.43455088964114524,-0.19891443797213418,0.003203465426788231
175806451612903.2,-0.00929817725502121,-0.013029170979575247,-0.00031388658385653184,-0.0008872257135999829,-0.5118732892298367,-0.83354459189972,-0.01751585087585025,-0.19337644646412247
177419354838709.66,-0.011172622060959942,-0.009862016475215984,0.0003232781486015894,0.0002929671972916242,0.7853386921967092,-0.5852439735771606,0.1872513994737578,-0.030701066727637095
179032258064516.1,-0.008226215597841952,-0.010681426142217282,-0.00031151864871087765,-8.296844587969622e-05,0.654337223053456,0.7306327201347507,0.04279071393006111,0.18057737678605093
180645161290322.56,-0.007764488796046328,-0.007844877316069778,0.00023267189605339971,-0.0002773735882475655,-0.6697147985046843,0.7182551859868114,-0.1733205065056134,0.053731587923666495
182258064516129.0,-0.0070722556310356685,-0.007575725841339283,0.00025090736467946233,0.0003124524087787586,-0.7766189688290055,-0.6029042357836483,-0.06357880953487993,-0.1654893369940234
183870967741935.47,-0.005959471311121267,-0.005807902159413473,-0.00039564987002771267,0.00015179426257132185,0.5308069533706233,-0.8288734587305243,0.15711934555347845,-0.072344414992757
185483870967741.94,-0.005427038081855247,-0.004006061568702069,-1.2907160981409805e-06,-0.0004368045452937104,0.8745097064796753,0.4539709886312001,0.08005930476400615,0.14823669116786242
187096774193548.38,-0.006401488297239967,-0.0019997796059501517,0.00038364054261630907,0.00010250024075182119,-0.37303438047600196,0.9130412359949392,-0.13887791299117072,0.08675274659097305
188709677419354.84,-0.006780705786303153,-0.0027101243851299943,-9.058651559987603e-05,0.000260778433969553,-0.9440520034241295,-0.2886130454583064,-0.09246814421992627,-0.12907820305530288
190322580645161.28,-0.00519524887039809,-0.0007389781229180459,-0.00016119466075613923,3.233429026602228e-05,0.20139602017529237,-0.9672124075590569,0.11888683052199636,-0.09725320486521118
191935483870967.75,-0.008096894241922675,0.0003734175981108395,-0.0001996313311301244,-0.00016568226632269022,0.9822528223243966,0.11207877300032815,0.10115990601155707,0.1083555296091348
193548387096774.2,-0.006501010075663394,-0.002926354266687493,0.00027616534582477527,-0.0003112044119436677,-0.02142562696320109,0.9889951631875704,-0.09754816958270317,0.10423938854745887
195161290322580.62,-0.003007304492563387,0.000807545837534694,0.00028200583425946337,0.0004163422520748854,-0.9872701287314289,0.0697910789217465,-0.10653675845198272,-0.08652365781122384
196774193548387.1,-0.00629831221721098,0.0022497353166040478,-0.0004766293784621987,0.00010626751691759125,-0.1607975458343039,-0.9770379993995888,0.07534584731461144,-0.1081038709472719
198387096774193.53,-0.003250497528716563,0.00037851644585540296,0.00011338332049411368,-0.00036848514350928306,0.9582787872548436,-0.2507406291637769,0.10898022161442077,0.06407949765088204
200000000000000.0,-0.002282974078882226,0.006367217133953688,8.629222323480013e-05,0.00021141355707437925,0.3388702185701878,0.9310390983753363,-0.05277806081104994,0.10921545095112323
201612903225806.44,-0.006264086850271632,0.005475908315816409,-6.061262514014081e-05,-0.00024226420336268117,-0.8955409106748045,0.42436733099815294,-0.10886207524613443,-0.04151141243996988
203225806451612.88,-0.0018119939933260516,0.006706451558778995,0.00038720371770180985,0.000318236328303863,-0.5064289156417093,-0.8519610458385068,0.030340773404188715,-0.1079626982856288
204838709677419.38,-0.007164109175517879,0.012915446737121729,-0.0006934595195087874,0.00017976204369882354,0.8006809620339252,-0.5843541023401226,0.10657357603319498,0.019335341673296227
206451612903225.8,-0.009427743716189632,0.006605116510207445,0.00025426650156400995,-0.0007133124939521124,0.6572989788880474,0.7420936726657857,-0.008571928852282786,0.10472315801337004
208064516129032.28,-0.005264532452977106,0.011972076474214156,0.00026722440619729925,0.0004048605029617351,-0.6766130442458964,0.7246303855775728,-0.10243901404483695,0.0018995355847404504
209677419354838.72,-0.014560699797244381,0.0111877724099913,0.0002224266053860031,-2.0360571463660872e-05,-0.78561245995518,-0.6047758696143762,-0.012036456121991213,-0.09973847233618652
211290322580645.2,-0.00874604873427984,0.0066887758208017305,-0.0010843990593460272,0.0010111434002275453,0.5271501828144849,-0.8398919992183128,0.09668176303563192,-0.02184536327566029
212903225806451.62,-0.012761921167437627,0.01116739362042981,0.0006591657160699805,-0.003425414506262981,0.886464935987053,0.4447501821167475,0.031241365026599497,0.09335138523976307
