f(Hz),real(S11),imag(S11),real(S21),imag(S21)
174193548387096.75,-0.0008811689735170387,0.0007461660308092536,0.5574690780495067,-0.7646743179919882
175806451612903.2,-0.0011466407014718548,-0.0006555867377695911,0.9103488295900142,-0.25182747345524165
177419354838709.66,0.0007274293436204277,-0.001517286459282029,0.8681329007197751,0.3679752956641117
179032258064516.1,0.0026105589026669727,0.0004019664216467486,0.4506306985627252,0.8264777815076007
180645161290322.56,0.0014333259721696452,0.0033809057223069573,-0.16027975013972737,0.9260643407827963
182258064516129.0,-0.0020141074934156723,0.003689621786958329,-0.6998771458058093,0.6251253411091618
183870967741935.47,-0.0038222042527197198,0.0008633595135522656,-0.9355179663714788,0.05508292990545916
185483870967741.94,-0.0023160820525433296,-0.0015921354450540216,-0.766487586172993,-0.5372486552194102
187096774193548.38,-0.00018849870658800558,-0.001159247415197596,-0.26677723025005556,-0.8961512347126414
188709677419354.84,-0.0003428507788383011,0.0003701453666817343,0.34708672064862783,-0.867213181737108
190322580645161.28,-0.0017342790506314563,8.37123913683998e-06,0.809840018852147,-0.4638343745175108
191935483870967.75,-0.00135904563679493,-0.001770154974736422,0.922134321583802,0.13910704869141427
193548387096774.2,0.0008480216784986883,-0.0018969734719287929,0.636150554297913,0.6811403401730807
195161290322580.62,0.0017656081646237835,0.0003480585903986498,0.07581801456796096,0.9284819784696238
196774193548387.1,-0.0001206130719857048,0.0019506282531104307,-0.5167720114021108,0.7747130997713204
198387096774193.53,-0.002175677721264057,0.0005569151754837022,-0.885881822426426,0.28652480411710324
200000000000000.0,-0.0012961432351586673,-0.001877986034069448,-0.8723486126121702,-0.32526418487469344
201612903225806.44,0.0015079307896973793,-0.001714836399993686,-0.482032382749027,-0.7965959265205916
203225806451612.88,0.00238073974165754,0.0011698644320424746,0.11663939354488877,-0.923921175120839
204838709677419.38,-2.2348518891461295e-06,0.003103424830811584,0.6652006528798106,-0.6521066279390462
206451612903225.8,-0.0025778439786216067,0.001655023916251652,0.9267113810072843,-0.09830675052613805
208064516129032.28,-0.00207601334215347,-0.0010969162972675748,0.7879424393481844,0.49855237939563973
209677419354838.72,0.0006571335856602172,-0.0014556679597355598,0.30830712700888085,0.8806051034430521
211290322580645.2,0.0020040047650533247,0.0010203544793158871,-0.30532605102915245,0.8823479343314953
212903225806451.62,0.00041961997660833655,0.0033065508324010354,-0.7878909346084066,0.5025005295703844
