f(Hz),real(S11),imag(S11),real(S21),imag(S21)
174193548387096.75,0.08106831699976562,-0.379833669016427,-0.5211282610800038,0.3359683587391307
175806451612903.2,-0.05459745693698708,0.17779287969991475,-0.5844315726412604,-0.3003670687090628
177419354838709.66,0.04472434073024453,-0.055018661904983585,0.15834437696707723,-0.6611238227203511
179032258064516.1,-0.06434886130199874,0.010490059846345318,0.5985605832091913,-0.06702660905782021
180645161290322.56,0.06597665814962377,-0.016761069674571253,0.31910330872430437,0.5072340885687104
182258064516129.0,-0.045398757203016005,0.02996944884305621,-0.38735554752060264,0.5102451255139094
183870967741935.47,0.012766338587524307,-0.02673894647731872,-0.6146616706519074,-0.22717510706469302
185483870967741.94,0.004519093025273379,4.2163034772287124e-05,0.0382706107675075,-0.6266161801341852
187096774193548.38,0.01152868588183944,0.024480212040792964,0.549065915814485,-0.16602123156420193
188709677419354.84,-0.040097960405820296,-0.014795062561813137,0.37220533344959644,0.4094239986250814
190322580645161.28,0.043495107679717926,-0.01736140006423496,-0.2497119139375226,0.5448306963118698
191935483870967.75,-0.014160185165831063,0.04056541355979011,-0.6343802281148314,-0.09238355000025383
193548387096774.2,-0.022643267942746566,-0.022193839205385167,-0.06830680231493091,-0.6123001328750379
195161290322580.62,0.022147749953696838,-0.017046058794022552,0.49264734924837467,-0.24243405378085095
196774193548387.1,0.013394055132685153,0.03861205262389837,0.4170776213049015,0.3187238791765213
198387096774193.53,-0.05176724850997697,-0.013107705646701547,-0.13319422766738592,0.5567276275831512
200000000000000.0,0.04678566669140608,-0.02628932068144248,-0.6227258517934788,0.037716224401675796
201612903225806.44,-0.018121832890884555,0.044696866727526166,-0.18483254791418802,-0.5893628593629264
203225806451612.88,-0.013999988895628616,-0.023732507594359114,0.45316736940841906,-0.31434321531262344
204838709677419.38,0.000750018616447991,-0.01438972140698819,0.44021014343230574,0.24591481208527885
206451612903225.8,0.03541407608158006,0.02852560963412722,-0.034542970232383306,0.5526597362059837
208064516129032.28,-0.07504571323471854,-0.020846168563509328,-0.5939155011332222,0.1298800349013798
209677419354838.72,0.09022695911156879,0.015250638715282233,-0.2743981843186598,-0.5192696483601879
211290322580645.2,-0.10228061850640909,-0.06216901394447153,0.3996565800000286,-0.4253982686124116
212903225806451.62,0.12742556965059,0.20530126182033157,0.44887356446344884,0.27999185876771604
