f(Hz),real(S11),imag(S11),real(S21),imag(S21)
174193548387096.75,-0.012542099887234755,0.001946939592987446,-0.19264761734731575,-0.9734373663334754
175806451612903.2,0.002677213741104151,-0.005079855355555642,0.749619587512555,-0.6493914643757911
177419354838709.66,0.0005240323991482791,0.0024647703251779885,0.9347222949522331,0.3290550565549723
179032258064516.1,-0.0005879395808783337,-0.0012720751215371416,0.17754456381564654,0.9738044306528446
180645161290322.56,0.0021593849677195983,0.001034391739708849,-0.7566332678352748,0.6365172106344545
182258064516129.0,-0.0010341840209513334,0.0025465855940543943,-0.9268884696758966,-0.34066510438521086
183870967741935.47,-0.0015628804667270969,9.158334950999998e-05,-0.16412770732631146,-0.9723355581922417
185483870967741.94,-0.00044518370596311895,0.0004357061426091087,0.7612560583333916,-0.6243261597715043
187096774193548.38,-0.0014944050691098906,0.00041607420348788393,0.9184373754733333,0.3498483532518895
188709677419354.84,-0.00072221920123619,-0.0009475290812954391,0.15272600543136094,0.9690509853946775
190322580645161.28,0.0006443934265771269,0.000425239337156069,-0.7632952862384201,0.613282121929889
191935483870967.75,-0.0012194642645654728,0.0018864204474297378,-0.909957137366759,-0.3562247639213303
193548387096774.2,-0.0030863338261901134,6.987208840095391e-06,-0.14379138900848082,-0.9645281737352068
195161290322580.62,-0.0020347895659007607,-0.002287274235841516,0.7631252873221529,-0.6038620812739888
196774193548387.1,0.00017309634130401353,-0.0028178199681650456,0.9019134793444742,0.35986797997821085
198387096774193.53,0.0024970152034182215,-0.0014752445945790367,0.1375474581908319,0.9591483592559856
200000000000000.0,0.002538699029261942,0.0022522196429517914,-0.7609674754966432,0.5965251759998317
201612903225806.44,-0.0019194481673827672,0.003594000057023685,-0.8949138493209489,-0.36079615426181655
203225806451612.88,-0.003935488808512071,-0.0009573886922019225,-0.13418825833198045,-0.9535796276911687
204838709677419.38,4.4612911718955404e-05,-0.002744413066467399,0.7574726603749546,-0.5916544902857985
206451612903225.8,0.0005139364396914068,-0.0003959319403910053,0.8894718403130052,0.3595642499443682
208064516129032.28,0.001418003357574985,-0.002466668792385647,0.1333396803246695,0.9483795227665835
209677419354838.72,0.006543334955208576,0.0035660978342222445,-0.7531439793069707,0.5891224669972647
211290322580645.2,-0.0060939425571227435,0.009282489985006146,-0.8857375117579096,-0.35651969339281137
212903225806451.62,-0.003894594299114957,-0.009080007388658324,-0.13484157925527696,-0.9440195526378042
