f(Hz),real(S11),imag(S11),real(S21),imag(S21)
174193548387096.75,-0.0002427271075459861,-0.00579913115433462,-0.8625108855748079,0.16761692341930762
175806451612903.2,0.0028449741131019745,-0.005066261316210805,-0.8585543186434663,-0.17187723172620065
177419354838709.66,0.004788105973739369,-0.002554733599354698,-0.7264271686523643,-0.4833135294756889
179032258064516.1,0.004662295653679438,0.0005258589388500377,-0.48679617271534464,-0.7203889180266873
180645161290322.56,0.0026279111649232787,0.0026385527474996223,-0.1762178929150768,-0.848258431158498
182258064516129.0,-0.00014881999313936676,0.002766430034609648,0.15844059364352464,-0.8486378832566663
183870967741935.47,-0.002124916952552035,0.0009530644684500687,0.46707401646245644,-0.7224019744350563
185483870967741.94,-0.0021986199097403553,-0.0017275637287367958,0.7038363852255063,-0.48930114371343614
187096774193548.38,-0.00028789399228017616,-0.0037460747526647156,0.8339374370568525,-0.18487028397887703
188709677419354.84,0.0026389109209765975,-0.003930606377065569,0.83874061901346,0.14498206094180607
190322580645161.28,0.005093861489480225,-0.0020757517907395245,0.7184234625491519,0.4508885363353735
191935483870967.75,0.005863392099929665,0.0009798207084060488,0.49181635574292476,0.6874078938107517
193548387096774.2,0.004628064767785656,0.0038336250433314263,0.1934573258246963,0.8197720131043631
195161290322580.62,0.0020808503834149486,0.005278564425307267,-0.1316748775894274,0.82898613122017
196774193548387.1,-0.0004997861223532984,0.004922132475420074,-0.4349372420264116,0.7145352119740611
198387096774193.53,-0.001970666205599478,0.0033374489654804185,-0.6712836837126253,0.49432221297049034
200000000000000.0,-0.001936587544377673,0.001681016566050715,-0.8059351471966676,0.20187890232128516
201612903225806.44,-0.0009219294776367647,0.0010043049350059116,-0.8194864562289201,-0.11871824618379774
203225806451612.88,-1.8632794422762234e-05,0.0016507119339112762,-0.710708424385294,-0.4194716121544483
204838709677419.38,-0.00022281304033470436,0.00307353014385799,-0.49663101655889985,-0.6556466194029907
206451612903225.8,-0.0018414395661723942,0.004163975362926715,-0.2098886798185677,-0.7924396400018403
208064516129032.28,-0.00429482399620446,0.0038903118589695535,0.10626725241122113,-0.8101120292219649
209677419354838.72,-0.006408836109626823,0.0018941020093659815,0.404503041240838,-0.7068144179467617
211290322580645.2,-0.007039715085778193,-0.0012704752762181513,0.6404661270842487,-0.49872113445662614
212903225806451.62,-0.0057068992661390506,-0.00440408224920425,0.7793458770108386,-0.21752022678423596
