f(Hz),real(S12),imag(S12),real(S22),imag(S22),real(S32),imag(S32),real(S42),imag(S42)
174193548387096.75,-0.010795051208397473,0.006044495501142014,0.00045984921973430206,-0.001970507000899502,-0.05420013144372197,-0.045844365630947945,0.8914486778067967,0.41500256964669996
175806451612903.2,-0.010179261050953344,0.0037141476170777744,-0.0006117312469241966,0.00057821215982487,0.04083049972210485,-0.054275060205211285,-0.37401143019217603,0.9076604518838141
177419354838709.66,-0.01062580117496723,0.0005895718975068446,0.00021488542502216463,-0.0012014119716780547,0.05414930261210076,0.03599999395399235,-0.9226561720537937,-0.3317290315266219
179032258064516.1,-0.008303566691572327,-0.00214592659068128,0.001649355794012859,0.001003283041510723,-0.03138062200620034,0.05378715239074311,0.2885324898066567,-0.9358575486960148
180645161290322.56,-0.006684399825119314,-0.0028578815843257163,-0.0009380620909394598,0.0022815474276067027,-0.05320551236689959,-0.02696600373766808,0.947290353566169,0.2444334631612926
182258064516129.0,-0.005117840697693318,-0.004033372606024109,-0.0018515490778885672,0.00025647468049701136,0.022753813330035434,-0.05241292607009711,-0.19956800205218936,0.9567708207263464
183870967741935.47,-0.003112947760368087,-0.004011725362652835,-0.0012393482381319423,6.405535548105794e-05,0.05143173037427702,0.018739726192610773,-0.9643129981677698,-0.15390642565573687
185483870967741.94,-0.0021854893820535256,-0.0036016878933442763,-0.0017929980572831045,-0.0008409494676899597,-0.01493368055230154,0.05027909861873015,0.10762441553816789,-0.9699372927062293
187096774193548.38,-0.001249832791082769,-0.0035711858321667536,-0.00011659758094638652,-0.0017586139391640632,-0.04896696903285393,-0.011340562431922593,0.973570482182983,0.06084639757481137
188709677419354.84,-0.00027913181976693116,-0.003169833395181534,0.0006995083364241139,-0.00034502929568685966,0.007962891482544664,-0.047510418004774124,-0.013693944585918145,0.9751695504692272
190322580645161.28,0.0005266712910414136,-0.0026516209320799483,0.00019991164334829024,0.00021258285420531502,0.045925805622449536,0.004800444644353007,-0.9746783187952194,0.033712166198843964
191935483870967.75,0.001147326344901789,-0.0016491865475266767,-0.0003941865358046453,0.0005834405522754297,-0.0018510099416473996,0.04423131525647118,-0.0812578637651841,-0.9720554341999114
193548387096774.2,0.0008264891106033508,-0.0007767360342024442,-0.001085066810464839,-0.0005747501881320329,-0.04244540970347054,0.0008889887832395789,0.9672748712506085,-0.12884195073795562
195161290322580.62,0.0007679300684121049,-0.0007372865676786957,0.0008769079101008792,-0.0010208041523485866,-0.003422001997313015,-0.04058638947507542,0.17633296030332357,0.960354123473252
196774193548387.1,0.00105186614824219,1.2981030926102906e-05,0.0008609487690253024,0.0011970672573872751,0.038667445918081925,-0.005749660150811935,-0.9512547134589218,0.223560066486661
198387096774193.53,0.00023463423536985024,0.0005819002688903583,-0.00037646741353300635,0.0008388250577803046,0.007877414107977501,0.03669953073009843,-0.2704299979193738,-0.9399340640240871
200000000000000.0,9.381264030198852e-06,0.00021757415852892922,-1.2065835098569466e-05,0.0015624624598549511,-0.034694461090543964,0.009809691119139626,0.9264242042040132,-0.3168093105474586
201612903225806.44,-8.232537743438057e-05,0.0006923209711563668,-0.0023077567252272066,0.0013502571789817792,-0.011550878180868557,-0.03266078783236793,0.3625278047720514,0.9106900604618473
203225806451612.88,-0.0009234848061831694,0.00036676135339906165,-0.0009096531410610142,-0.0005835771839743512,0.03060856250359088,-0.013108706216360398,-0.8927064784320929,0.4074846294686728
204838709677419.38,-0.0006897836513690511,-0.00016755451801590216,-0.001620552528143198,0.0016685838116769873,0.01449036458906569,0.028550815821905447,-0.4515650174019821,-0.8724846797214165
206451612903225.8,-0.0007827401782356786,-0.0006268941064232293,-0.0025248173785701973,-0.0022732517905393315,-0.02650272559215813,0.015702457000955006,0.8500658283905991,-0.4946722871999635
208064516129032.28,0.0010924355471323545,-0.0007136749142832964,0.0017242861064225748,0.0010016205686797861,-0.016746551947294526,-0.024479253652826695,0.5366227522054784,0.825521517320944
209677419354838.72,-0.00047759012146790243,0.002425425552382385,-0.004583012905796477,-0.00034177497752132694,0.022487713650019406,-0.01762264518860807,-0.798822972940019,0.5772450282807112
211290322580645.2,-0.002558078130800833,-0.002134790882297743,0.00474304849959851,6.212851485657576e-05,0.01833191911935747,0.02052798809994391,-0.6163636598925107,-0.769926035585605
212903225806451.62,0.0027685255166942317,0.000605744473490565,-0.014695586359721837,0.0033574044734159627,-0.018589357404675044,0.018892210924992676,0.7385844967649255,-0.6541374601041052
