f(Hz),real(S11),imag(S11),real(S21),imag(S21)
174193548387096.75,-0.005858384383465944,0.0004636163071927955,-0.004289589236679175,0.9680074614886918
175806451612903.2,0.0003945345024857292,-0.0019750723326072803,-0.7916303347753275,0.5548073431064339
177419354838709.66,-0.0009564785617160355,0.0016360497315995278,-0.9088815688905729,-0.32521110849048285
179032258064516.1,-0.002164229601435609,-0.0006204028505994839,-0.2595561515787276,-0.9284708897223047
180645161290322.56,-0.0005760797039390357,-0.0005638071026259657,0.606865864204978,-0.747686476592964
182258064516129.0,-0.001226889382991934,-0.0001138047153249604,0.9599492792693405,0.06267222133609959
183870967741935.47,-0.0008566506927401068,-0.0010292301384422489,0.5037282440340423,0.8186218694948635
185483870967741.94,-1.4883473479309008e-05,-0.00037502256760224724,-0.3760159507766785,0.8838785401885799
187096774193548.38,-0.0006300251783944944,6.577731646821767e-05,-0.9379342672561772,0.204717989179518
188709677419354.84,-0.0005175206232107964,-0.00043306858337618145,-0.7095711382146421,-0.6461244155551872
190322580645161.28,-0.000123001888449158,0.00019439164898650172,0.11606621193194828,-0.9524502320918725
191935483870967.75,-0.0011154248753951878,0.000492373102859853,0.843754284353237,-0.45679245706087523
193548387096774.2,-0.0012810794015228196,-0.0006396542805807463,0.861113208688655,0.42346832846665705
195161290322580.62,-0.0002823484495425596,-0.0005098545945665147,0.15346534090444564,0.9475552569397249
196774193548387.1,-0.001083671663494616,0.00017806536195749274,-0.683923330724869,0.6741663308816939
198387096774193.53,-0.0016335682940193162,-0.0017785960788153335,-0.9462693142023695,-0.1672003900080542
200000000000000.0,0.0016507936617908238,-0.0028128067553534154,-0.4120564175174469,-0.8689272855714122
201612903225806.44,0.0038428869081546025,0.0011981864458425373,0.47017502321128984,-0.8399117875443725
203225806451612.88,0.0003852179859186861,0.00451375435557827,0.957999044178356,-0.10319319807775668
204838709677419.38,-0.002984257715020949,0.0027378438918816378,0.6396017254492748,0.7220928746513571
206451612903225.8,-0.0030674586842134853,0.000710012291845109,-0.2186511032115568,0.9407077803350213
208064516129032.28,-0.002879318250188493,-0.0006094492453636946,-0.8947003109239545,0.3668540108388079
209677419354838.72,-0.0009002229166742329,-0.0012802616504876204,-0.8182202873849491,-0.5177883147615057
211290322580645.2,-0.0013979711190056508,0.0010030874036836427,-0.05152669651339908,-0.968304881349986
212903225806451.62,-0.0023814827936961443,-0.002808326249323795,0.7609082564345647,-0.6033561000377394
