f(Hz),real(S11),imag(S11),real(S21),imag(S21)
174193548387096.75,-0.0014441193599340942,0.0018822072992632011,0.38382829249946815,0.9026738911409891
175806451612903.2,-0.0010929425636263498,0.0006626188436737198,-0.6641885143725156,0.7225892024057127
177419354838709.66,-0.0011721885754540974,-0.00042966265588850446,-0.9332079522323813,-0.30694625930202213
179032258064516.1,0.0009443967712187965,-0.00038277672208455175,-0.10562632514073911,-0.977728555820754
180645161290322.56,0.0002919013927379797,0.0018871541481333058,0.8478467503631679,-0.5001527248417988
182258064516129.0,-0.0014854814435178293,0.0010613383318313866,0.8062583236043294,0.5664393051444081
183870967741935.47,-0.0008973265908574295,0.00011129162520942698,-0.18343237568420345,0.9691070353781406
185483870967741.94,-0.0006976881521567171,0.0005337261201798848,-0.9593465482361243,0.2330382435746172
187096774193548.38,-0.0011789082679123067,0.00041028677233638717,-0.6086684142916,-0.7783864095255977
188709677419354.84,-0.00110079679255283,-0.00010352142152298424,0.45819723103645277,-0.8763081105584202
190322580645161.28,-0.000740745842810981,-5.557368974366309e-05,0.9879873429556837,0.05574833858789939
191935483870967.75,-0.001017561326872385,0.00011793856206636475,0.35715339828549836,0.9234796066060101
193548387096774.2,-0.0012121731645457893,-0.0005426099828010266,-0.6940417552759497,0.7067488561026117
195161290322580.62,-0.0002768108094938061,-0.0010980607396726143,-0.9304768155774464,-0.34051751192939433
196774193548387.1,0.001000018178872886,-0.00023059818035191013,-0.07398448870843059,-0.9881798007142356
198387096774193.53,0.0006683515691678,0.0019874695773279987,0.8694087341144061,-0.4753724563053499
200000000000000.0,-0.0023551768238535397,0.002526528507414321,0.7917875649249616,0.5953366537489786
201612903225806.44,-0.0036378218697665334,-0.0007877187343982339,-0.2149652311104798,0.9665418637415061
203225806451612.88,-0.0006832263300515015,-0.002209382061577032,-0.9683562613076478,0.2035767217119552
204838709677419.38,0.00025019589566698723,-0.00019330234355726243,-0.5852335806691205,-0.7969487082979503
206451612903225.8,-0.00032636826373625734,0.00012138418375482112,0.48312949528090926,-0.8615794818736717
208064516129032.28,-0.0004741661512654393,0.0013093592114948923,0.9830954968922827,0.08334047168112156
209677419354838.72,-0.003191436931801144,0.0007346891502977827,0.3305717070464169,0.9280811293773215
211290322580645.2,-0.00216881339124056,-0.002533838744870276,-0.7067170693234988,0.6842665296504001
212903225806451.62,0.0007353767364543898,-0.0019831649134701124,-0.9141251921611576,-0.35919903381893986
